"","chart_position","title","artist","year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","explicit","popularity","genre1","genre2","genre3","genre4","genre5"
"869",71,"Shape Of You","Ed Sheeran",2018,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,96,"7qiZfU4dY1lWllzX7mPBI3",233713,"FALSE","85","dance pop","pop","r&b","urban contemporary","dance pop"
"870",72,"I Get The Bag","Gucci Mane Migos",2018,0.89,0.633,11,-5.475,1,0.168,0.0232,3e-04,0.0993,0.425,140,"1XRgIKC5TPwo7nWGyKqgG0",233087,"TRUE","72","contemporary country","country","country road","modern country rock","contemporary country"
"871",73,"No Brainer","DJ Khaled Justin Bieber Chance The Rapper  Quavo",2018,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,136,"5WvAo7DNuPRmk4APhdPzi8",260000,"TRUE","71","electropop","pop","pop dance","pop rap","electropop"
"872",74,"Plain Jane","A$AP Ferg Nicki Minaj",2018,0.791,0.839,11,-4.284,1,0.266,0.0588,1e-04,0.259,0.383,170,"2YzmfPLqUx5CJOaw5ThsBV",202636,"TRUE","73","canadian contemporary r&b","canadian pop","pop","canadian contemporary r&b","canadian pop"
"873",75,"Sky Walker","Miguel Travis Scott",2018,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,146,"5WoaF1B5XIEnWfmb5NZikf",259333,"TRUE","75","conscious hip hop","gangster rap","hip hop","pop rap","rap"
"874",76,"Marry Me","Thomas Rhett",2018,0.333,0.412,3,-8.633,1,0.029,0.0977,0,0.113,0.474,85,"0OWZFobGSIW9GrSlQ9C5pc",205453,"FALSE","70","brostep","edm","pop","pop dance","progressive electro house"
"875",77,"Eastside","benny blanco Halsey  Khalid",2018,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89,"0d2iYfpKoM0QCKvcLCkBao",173800,"FALSE","78","latin","reggaeton","trap latino","tropical","latin"
"876",78,"Call Out My Name","The Weeknd",2018,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134,"09mEdoA6zrmBPgTEN5qXmN",228373,"FALSE","82","contemporary country","country","country pop","country road","modern country rock"
"877",79,"King's Dead","Jay Rock Kendrick Lamar Future  James Blake",2018,0.645,0.705,1,-5.008,1,0.299,8e-04,0,0.128,0.376,137,"51rXHuKN8Loc4sUlKPODgH",229670,"TRUE","71","hip hop","virginia hip hop","hip hop","virginia hip hop","hip hop"
"878",80,"Happier","Marshmello  Bastille",2018,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100,"2dpaYNEQHiRxtZbfNsse99",214290,"FALSE","84","conscious hip hop","dmv rap","hip hop","pop rap","rap"
"879",81,"Te Bote","Casper Magico Nio Garcia Darell Nicky Jam Ozuna  Bad Bunny",2018,0.903,0.675,11,-3.445,0,0.214,0.542,0,0.0595,0.442,97,"3V8UKqhEK5zBkBb6d6ub8i",417920,"TRUE","77","latin","reggaeton","trap latino","tropical","latin"
"880",82,"Simple","Florida Georgia Line",2018,0.362,0.882,3,-3.717,1,0.0973,0.0791,0,0.15,0.864,200,"4L9Ds4mpD3SuYoWwFUlv16",185200,"FALSE","72","contemporary country","country","country pop","country road","modern country rock"
"881",83,"Lemon","N*E*R*D  Rihanna",2018,0.916,0.727,1,-6.556,1,0.0861,0.0021,1e-04,0.118,0.201,95,"4PpuH4mxL0rD35mOWaLoKS",219707,"TRUE","63","hip hop","virginia hip hop","hip hop","virginia hip hop","hip hop"
"882",84,"1-800-273-8255","Logic Alessia Cara  Khalid",2018,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100,"5tz69p7tJuGPeMGwNTxYuV",250173,"TRUE","78","conscious hip hop","dmv rap","hip hop","pop rap","rap"
"883",85,"Say Something","Justin Timberlake Chris Stapleton",2018,0.707,0.632,10,-7.031,1,0.0789,0.103,0,0.0841,0.372,97,"09ts3GnICqYEU5PkQCpJK3",278893,"FALSE","59","dance pop","pop","dance pop","pop","dance pop"
"884",86,"I'm Upset","Drake",2018,0.899,0.586,11,-7.866,0,0.343,0.279,0,0.0836,0.492,150,"3qN5qMTKyEEmiTZD38BNTT",214467,"TRUE","70","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"885",87,"Get Along","Kenny Chesney",2018,0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92,"6n6OQfBpCgzF9oEg8zhBN7",199625,"FALSE","69","contemporary country","country","country road","contemporary country","country"
"886",88,"Moonlight","XXXTENTACION",2018,0.921,0.537,9,-5.723,0,0.0804,0.556,0.004,0.102,0.711,128,"0JP9xo3adEtGSdUEISiszL",135090,"TRUE","84","emo rap","miami hip hop","emo rap","miami hip hop","emo rap"
"887",89,"What Lovers Do","Maroon 5 SZA",2018,0.799,0.597,5,-5.131,0,0.0611,0.0788,0,0.1,0.419,110,"2j5hsQvApottzvTn4pFJWF",199849,"FALSE","66","pop","pop rock","pop","pop rock","pop"
"888",90,"X","Nicky Jam J Balvin",2018,0.594,0.749,9,-5.298,0,0.056,0.0338,0.0011,0.3,0.694,180,"5YUyW9opqNsMSEzzecZih1",172854,"FALSE","74","latin","latin hip hop","reggaeton","trap latino","tropical"
"889",91,"Outside Today","YoungBoy Never Broke Again",2018,0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134,"3sA7HKGzcKTVscdiTCrWpX",129105,"TRUE","67","baton rouge rap","trap","baton rouge rap","trap","baton rouge rap"
"890",92,"Trip","Ella Mai",2018,0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,80,"6CTWathupIiDs7U4InHnDA",213993,"FALSE","74","dance pop","pop","pop r&b","pop rap","post-teen pop"
"891",93,"Dura","Daddy Yankee",2018,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95,"6MTpjPaLZY3e72kCcmEFSi",200480,"FALSE","1","latin","latin hip hop","reggaeton","trap latino","tropical"
"892",94,"Changes","XXXTENTACION",2018,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,65,"7AFASza1mXqntmGtbxXprO",121887,"FALSE","83","emo rap","miami hip hop","emo rap","miami hip hop","emo rap"
"893",95,"Mercy","Brett Young",2018,0.638,0.367,4,-7.906,1,0.0266,0.84,0,0.0999,0.219,72,"2VIPU72L6tIR4w8J8ap6Kp",217120,"FALSE","68","contemporary country","contemporary country","contemporary country","contemporary country","contemporary country"
"894",96,"One Number Away","Luke Combs",2018,0.544,0.781,6,-6.16,0,0.0311,0.0059,0,0.191,0.527,144,"4gB7HrYHbJVJ5RFOjxmoq4",221800,"FALSE","70","contemporary country","contemporary country","contemporary country","contemporary country","contemporary country"
"895",97,"Powerglide","Rae Sremmurd  Juicy J",2018,0.713,0.831,1,-4.75,0,0.15,0.0168,0,0.118,0.584,174,"1BuZAIO8WZpavWVbbq3Lci",332301,"TRUE","69","hip hop","melodic rap","mississippi hip hop","pop rap","rap"
"896",98,"IDGAF","Dua Lipa",2018,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97,"76cy1WJvNGJTj78UqeA5zr",217947,"TRUE","79","dance pop","pop","pop dance","uk pop","dance pop"
"897",99,"Mi Gente","J Balvin  Willy William Beyonce",2018,0.759,0.716,11,-6.36,0,0.0818,0.0223,0,0.231,0.469,105,"0GzmMQizDeA2NVMUaZksv0",209733,"FALSE","59","latin","reggaeton","reggaeton colombiano","trap latino","latin"
"898",100,"Believer","Imagine Dragons",2018,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,125,"0pqnGHJpmpxLKifKRmU6WP",204347,"FALSE","87","modern rock","rock","modern rock","rock","modern rock"
"899",1,"Old Town Road","Lil Nas X Billy Ray Cyrus",2019,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136,"2YpeDb67231RjR0MgVLzsG",157067,"FALSE","81","country rap","lgbtq+ hip hop","pop rap","queer country","country rap"
"900",2,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone  Swae Lee",2019,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,90,"3KkXRkHbMCARz0aVfEt68P",158040,"FALSE","84","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"901",3,"Without Me","Halsey",2019,0.752,0.488,6,-7.05,1,0.0705,0.297,0,0.0936,0.533,136,"5p7ujcrUXASCNwRaWNHR1C",201661,"TRUE","82","dance pop","electropop","etherpop","indie poptimism","pop"
"902",4,"Bad Guy","Billie Eilish",2019,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135,"2Fxmhks0bxGSBdJ92vM42m",194088,"FALSE","87","electropop","pop","electropop","pop","electropop"
"903",5,"Wow.","Post Malone",2019,0.829,0.539,11,-7.359,0,0.208,0.136,0,0.103,0.388,100,"7xQAfvXzm3AkraOtGPWIZg",149547,"TRUE","82","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"904",6,"Happier","Marshmello  Bastille",2019,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100,"2dpaYNEQHiRxtZbfNsse99",214290,"FALSE","84","brostep","edm","pop","pop dance","progressive electro house"
"905",7,"7 Rings","Ariana Grande",2019,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140,"6ocbgoVGwYJhOv1GgI9NsF",178627,"TRUE","86","dance pop","pop","post-teen pop","dance pop","pop"
"906",8,"Talk","Khalid",2019,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,136,"6TqXcAFInzjp0bODyvrWEq",197573,"FALSE","75","alternative r&b","pop","alternative r&b","pop","alternative r&b"
"907",9,"Sicko Mode","Travis Scott",2019,0.834,0.73,8,-3.714,1,0.222,0.0051,0,0.124,0.446,155,"2xLMifQCjDGFmkHkpNLD9h",312820,"TRUE","86","rap","slap house","rap","slap house","rap"
"908",10,"Sucker","Jonas Brothers",2019,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,138,"22vgEDb5hykfaTwLuskFGD",181027,"FALSE","82","boy band","dance pop","pop","pop dance","pop rock"
"909",11,"High Hopes","Panic! At The Disco",2019,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82,"1rqqCSm0Qe4I9rUvWncaom",190947,"FALSE","83","baroque pop","emo","modern rock","baroque pop","emo"
"910",12,"Thank U, Next","Ariana Grande",2019,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,107,"3e9HZxeyfWwjeyPAMmWSSQ",207320,"TRUE","83","dance pop","pop","post-teen pop","dance pop","pop"
"911",13,"Truth Hurts","Lizzo",2019,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158,"3HWzoMvoF3TQfYg4UPszDq",173325,"TRUE","78","dance pop","escape room","minnesota hip hop","pop","pop dance"
"912",14,"Dancing With A Stranger","Sam Smith  Normani",2019,0.741,0.52,8,-7.513,1,0.0656,0.45,0,0.222,0.347,103,"6Qs4SXO9dwPj5GKvVOv8Ki",171030,"FALSE","81","dance pop","pop","post-teen pop","uk pop","dance pop"
"913",15,"Senorita","Shawn Mendes  Camila Cabello",2019,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,117,"4Tj1mm2paJNSm2cFPPfhLJ",190960,"FALSE","4","canadian pop","pop","post-teen pop","viral pop","canadian pop"
"914",16,"I Don't Care","Ed Sheeran  Justin Bieber",2019,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,102,"3HVWdVOQ0ZA45FuZGSfvns",219947,"FALSE","82","pop","uk pop","pop","uk pop","pop"
"915",17,"Eastside","benny blanco Halsey  Khalid",2019,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89,"0d2iYfpKoM0QCKvcLCkBao",173800,"FALSE","78","electropop","pop","pop dance","pop rap","electropop"
"916",18,"Going Bad","Meek Mill Drake",2019,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86,"2IRZnDFmlqMuOrYOLnZZyc",180522,"TRUE","81","hip hop","philly rap","pop rap","rap","southern hip hop"
"917",19,"Shallow","Lady Gaga  Bradley Cooper",2019,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,96,"2VxeLyX666F8uXCJ0dZF8B",215733,"FALSE","85","dance pop","pop","pop dance","dance pop","pop"
"918",20,"Better","Khalid",2019,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,98,"6zeeWid2sgw4lap2jV61PZ",229320,"FALSE","76","alternative r&b","pop","alternative r&b","pop","alternative r&b"
"919",21,"No Guidance","Chris Brown Drake",2019,0.696,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,93,"6XHVuErjQ4XNm6nDPVCxVX",260640,"TRUE","82","dance pop","pop","pop rap","r&b","rap"
"920",22,"Girls Like You","Maroon 5 Cardi B",2019,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,125,"6V1bu6o1Yo5ZXnsCJU8Ovk",235545,"TRUE","67","pop","pop rock","pop","pop rock","pop"
"921",23,"Sweet But Psycho","Ava Max",2019,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133,"7DnAm9FOTWE3cUvso43HhI",187436,"FALSE","82","dance pop","pop","dance pop","pop","dance pop"
"922",24,"Suge","DaBaby",2019,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75,"2gwkD6igEhQbDQegRCcdoB",163320,"TRUE","78","north carolina hip hop","rap","north carolina hip hop","rap","north carolina hip hop"
"923",25,"Middle Child","J. Cole",2019,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,124,"2JvzF1RMd7lE3KmFlsyZD8",213594,"TRUE","81","conscious hip hop","hip hop","north carolina hip hop","rap","conscious hip hop"
"924",26,"Drip Too Hard","Lil Baby  Gunna",2019,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,113,"78QR3Wp35dqAhFEc2qAGjE",145543,"TRUE","81","atl hip hop","atl trap","rap","trap","atl hip hop"
"925",27,"Someone You Loved","Lewis Capaldi",2019,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,110,"7qEHsqek33rTcFNT9PFqLf",182161,"FALSE","90","pop","uk pop","pop","uk pop","pop"
"926",28,"Ransom","Lil Tecca",2019,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,180,"1lOe9qE0vR9zwWQAOk6CoO",131240,"TRUE","82","melodic rap","pop rap","rap","trap","melodic rap"
"927",29,"If I Can't Have You","Shawn Mendes",2019,0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,124,"6LsAAHotRLMOHfCsSfYCsz",190800,"FALSE","78","canadian pop","pop","post-teen pop","viral pop","canadian pop"
"928",30,"Goodbyes","Post Malone Young Thug",2019,0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150,"0t3ZvGKlmYmVsDzBJAXK8C",174853,"TRUE","80","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"929",31,"ZEZE","Kodak Black Travis Scott  Offset",2019,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98,"0FZ4Dmg8jJJAPJnvBIzD9z",228760,"TRUE","79","florida rap","hip hop","melodic rap","miami hip hop","rap"
"930",32,"Better Now","Post Malone",2019,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145,"7dt6x5M1jzdTEt8oCbisTK",231267,"TRUE","83","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"931",33,"Youngblood","5 Seconds Of Summer",2019,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120,"2iUXsYOEPhVqEBwsqP70rE",203418,"FALSE","81","boy band","dance pop","electropop","pop","post-teen pop"
"932",34,"Money In The Grave","Drake Rick Ross",2019,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,101,"5ry2OE6R2zPQFDO85XkgRb",205427,"TRUE","81","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"933",35,"Speechless","Dan + Shay",2019,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,136,"3GJ4hzg4lrGwU51Y3VARbF",213387,"FALSE","75","contemporary country","pop","contemporary country","pop","contemporary country"
"934",36,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande",2019,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,170,"4kV4N9D1iKVxx1KLvtTpjS",190440,"TRUE","79","dance pop","pop","post-teen pop","dance pop","pop"
"935",37,"Please Me","Cardi B  Bruno Mars",2019,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,134,"0PG9fbaaHFHfre2gUVo7AN",200890,"TRUE","74","dance pop","pop","pop rap","rap","dance pop"
"936",38,"Money","Cardi B",2019,0.95,0.59,8,-6.508,0,0.29,0.0053,0,0.11,0.219,130,"2GGMabyHXnJmjY6CXhhB2e",183527,"TRUE","78","dance pop","pop","pop rap","rap","dance pop"
"937",39,"You Need To Calm Down","Taylor Swift",2019,0.771,0.671,2,-5.617,1,0.0553,0.0093,0,0.0637,0.714,85,"6RRNNciQGZEXnqk8SQ9yv5",171360,"FALSE","79","dance pop","pop","pop dance","dance pop","pop"
"938",40,"Panini","Lil Nas X",2019,0.717,0.598,5,-5.613,0,0.0809,0.22,0,0.122,0.496,154,"4SDgTLDYrJ2UrHbkRkg7MD",151040,"FALSE","73","country rap","lgbtq+ hip hop","pop rap","queer country","country rap"
"939",41,"Look Back At It","A Boogie Wit da Hoodie",2019,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96,"3Ol2xnObFdKV9pmRD2t9x8",179449,"TRUE","75","melodic rap","pop rap","rap","trap","melodic rap"
"940",42,"A Lot","21 Savage",2019,0.837,0.636,1,-7.643,1,0.086,0.0395,0.0013,0.342,0.274,146,"2t8yVaLvJ0RenpXUIAC52d",288624,"TRUE","78","atl hip hop","rap","trap","atl hip hop","rap"
"941",43,"ME!","Taylor Swift Brendon Urie",2019,0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182,"2Rk4JlNc2TPmZe2af99d45",193000,"FALSE","79","dance pop","pop","pop dance","dance pop","pop"
"942",44,"MIA","Bad Bunny Drake",2019,0.817,0.539,6,-6.349,0,0.0621,0.0141,5e-04,0.099,0.158,97,"116H0KvKr2Zl4RPuVBruDO",210368,"FALSE","78","latin","reggaeton","trap latino","latin","reggaeton"
"943",45,"Pop Out","Polo G Lil Tjay",2019,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168,"6uFn47ACjqYkc0jADwEdj1",166560,"TRUE","81","chicago rap","chicago rap","chicago rap","chicago rap","chicago rap"
"944",46,"Beautiful Crazy","Luke Combs",2019,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103,"2rxQMGVafnNaRaXlRMWPde",193200,"FALSE","79","contemporary country","contemporary country","contemporary country","contemporary country","contemporary country"
"945",47,"Thotiana","Blueface",2019,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104,"5GBuCHuPKx6UC7VsSPK0t3",129264,"TRUE","71","cali rap","trap","cali rap","trap","cali rap"
"946",48,"Lucid Dreams","Juice WRLD",2019,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,84,"285pBltuF7vW8TeWk8hdRR",239836,"TRUE","87","chicago rap","melodic rap","chicago rap","melodic rap","chicago rap"
"947",49,"Mo Bamba","Sheck Wes",2019,0.729,0.625,4,-5.266,1,0.0315,0.194,0.0099,0.248,0.261,146,"1xzBco0xcoJEDXktl7Jxrr",183907,"TRUE","78","rap","trap","underground hip hop","vapor trap","rap"
"948",50,"Beautiful People","Ed Sheeran Khalid",2019,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,93,"4evmHXcjt3bTUHD1cvny97",197867,"FALSE","81","pop","uk pop","pop","uk pop","pop"
"949",51,"Wake Up In The Sky","Gucci Mane",2019,0.8,0.578,4,-5.144,0,0.0485,0.0038,0,0.359,0.367,143,"0QIjsbm2fh1cJ45XO9eGqq",204665,"TRUE","75","atl hip hop","dirty south rap","gangster rap","hip hop","pop rap"
"950",52,"Whiskey Glasses","Morgan Wallen",2019,0.614,0.68,6,-4.58,1,0.0289,0.369,0,0.115,0.707,150,"6foY66mWZN0pSRjZ408c00",234347,"FALSE","80","contemporary country","deep talent show","contemporary country","deep talent show","contemporary country"
"951",53,"God's Country","Blake Shelton",2019,0.538,0.752,10,-5.106,1,0.0396,0.0608,0,0.118,0.217,140,"1dyxS3YzBbL0t8rEVwVQ1K",205107,"FALSE","72","contemporary country","country","country road","oklahoma country","contemporary country"
"952",54,"Be Alright","Dean Lewis",2019,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,127,"3EPXxR3ImUwfayaurPi3cm",196373,"TRUE","81","australian pop","indie cafe pop","pop","australian pop","indie cafe pop"
"953",55,"Pure Water","Mustard  Migos",2019,0.682,0.559,0,-5.545,1,0.127,0.174,0,0.344,0.137,202,"3j84U36KvLeXNDPv4t5pI8",192471,"TRUE","77","cali rap","hip hop","pop rap","rap","southern hip hop"
"954",56,"The Git Up","Blanco Brown",2019,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,98,"2KKijf6Ett4kmVNJze2roh",200594,"FALSE","72","country rap","country rap","country rap","country rap","country rap"
"955",57,"Taki Taki","DJ Snake Selena Gomez Ozuna  Cardi B",2019,0.842,0.801,8,-4.167,0,0.228,0.157,0,0.0642,0.617,96,"4w8niZpiMy6qz1mntFA5uM",212500,"TRUE","78","dance pop","edm","electro house","electronic trap","pop"
"956",58,"Close To Me","Ellie Goulding",2019,0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144,"5JEx7HbmvHQQswJCsoo9rA",182623,"TRUE","72","dance pop","edm","electropop","indietronica","metropopolis"
"957",59,"Envy Me","Calboy",2019,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149,"7rvyVWja33WG9R97oeJAjx",120133,"TRUE","74","chicago rap","melodic rap","rap","southern hip hop","trap"
"958",60,"You Say","Lauren Daigle",2019,0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,148,"6Up545NUflOiXo8cEraH49",274693,"FALSE","77","ccm","christian alternative rock","christian music","worship","ccm"
"959",61,"Hey Look Ma, I Made It","Panic! At The Disco",2019,0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,108,"22oEJW6r2rMb9z4IntfyEa",169667,"FALSE","72","baroque pop","emo","modern rock","baroque pop","emo"
"960",62,"Circles","Post Malone",2019,0.695,0.762,0,-3.497,1,0.0395,0.192,0.0024,0.0863,0.553,120,"21jGcNKet2qwijlDFuPiPb",215280,"FALSE","88","dfw rap","melodic rap","rap","dfw rap","melodic rap"
"961",63,"Beer Never Broke My Heart","Luke Combs",2019,0.538,0.863,1,-4.483,1,0.0481,0.0139,0,0.0874,0.637,77,"7aEtlGHoiPAfRB084NiDmx",186733,"FALSE","76","contemporary country","contemporary country","contemporary country","contemporary country","contemporary country"
"962",64,"The London","Young Thug J. Cole  Travis Scott",2019,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,98,"7DcvwMAiqKJQD1rrdfxSDx",200107,"TRUE","74","atl hip hop","atl trap","gangster rap","hip hop","melodic rap"
"963",65,"Con Calma","Daddy Yankee  Katy Perry Snow",2019,0.736,0.868,8,-3.01,0,0.0454,0.166,0,0.0419,0.613,94,"4au7FRcgZzChASRYu279xH",181280,"FALSE","66","latin","latin hip hop","reggaeton","trap latino","tropical"
"964",66,"Murder On My Mind","YNW Melly",2019,0.759,0.73,0,-7.985,0,0.0516,0.145,0,0.11,0.74,115,"7eBqSVxrzQZtK2mmgRG6lC",268434,"TRUE","82","melodic rap","trap","melodic rap","trap","melodic rap"
"965",67,"When The Party's Over","Billie Eilish",2019,0.367,0.111,4,-14.084,1,0.0972,0.978,0,0.0897,0.198,83,"43zdsphuZLzwA9k4DJhU0I",196077,"FALSE","85","electropop","pop","electropop","pop","electropop"
"966",68,"Act Up","City Girls",2019,0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97,"3A2yGHWIzmGEIolwonU69h",158332,"TRUE","72","pop","scam rap","trap queen","pop","scam rap"
"967",69,"I Like It","Cardi B Bad Bunny  J Balvin",2019,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136,"58q2HKrzhC3ozto2nDdN4z",253390,"TRUE","81","dance pop","pop","pop rap","rap","dance pop"
"968",70,"Trampoline","SHAED",2019,0.689,0.412,7,-7.523,0,0.0301,0.488,2e-04,0.0659,0.537,127,"0lsRatBUs9HNIZAmoGABzk",184060,"FALSE","69","electropop","pop","electropop","pop","electropop"
"969",71,"Leave Me Alone","Flipp Dinero",2019,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150,"6V7g6qM8wheMivMWrzbPTM",195637,"TRUE","72","melodic rap","pop rap","rap","trap","vapor trap"
"970",72,"Breathin","Ariana Grande",2019,0.568,0.656,8,-5.413,1,0.0433,0.0211,0,0.213,0.364,100,"4OafepJy2teCjYJbvFE60J",198160,"TRUE","75","dance pop","pop","post-teen pop","dance pop","pop"
"971",73,"Bury A Friend","Billie Eilish",2019,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120,"4SSnFejRGlZikf02HLewEF",193143,"FALSE","79","electropop","pop","electropop","pop","electropop"
"972",74,"Close Friends","Lil Baby",2019,0.676,0.578,10,-4.669,0,0.375,0.0509,0,0.0796,0.698,159,"5nzhL67GpF9szXWg5y509A",203881,"TRUE","74","atl hip hop","atl trap","rap","trap","atl hip hop"
"973",75,"Baby Shark","Pinkfong",2019,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115,"5ygDXis42ncn6kYG14lEVG",80927,"FALSE","76","cartoon","children's music","dong-yo","cartoon","children's music"
"974",76,"My Type","Saweetie",2019,0.899,0.811,2,-6.294,1,0.258,7e-04,0,0.0672,0.587,105,"5KBARWIxeMGkvUax9VtVC9",126446,"TRUE","75","cali rap","dance pop","pop","pop rap","post-teen pop"
"975",77,"Worth It","YK Osiris",2019,0.749,0.535,5,-4.054,0,0.0638,0.517,0,0.0942,0.459,124,"0PQoUlzP7ILdcrzpajHXc0",189253,"FALSE","70","melodic rap","pop r&b","pop rap","trap","melodic rap"
"976",78,"Only Human","Jonas Brothers",2019,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94,"0DiDStADDVh3SvAsoJAFMk",183000,"FALSE","74","boy band","dance pop","pop","pop dance","pop rock"
"977",79,"Knockin' Boots","Luke Bryan",2019,0.739,0.682,2,-3.728,1,0.205,0.129,0,0.328,0.634,132,"6ERR6e7h6wCqGoz1TjiUJb",199382,"FALSE","69","contemporary country","country","country road","contemporary country","country"
"978",80,"Trip","Ella Mai",2019,0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,80,"6CTWathupIiDs7U4InHnDA",213993,"FALSE","74","dance pop","pop","pop r&b","pop rap","post-teen pop"
"979",81,"Rumor","Lee Brice",2019,0.655,0.56,9,-6.857,1,0.0486,0.749,0,0.115,0.599,141,"56eGOeSsqdg3FLxdo83TwV",198440,"FALSE","72","contemporary country","country","country road","modern country rock","contemporary country"
"980",82,"Swervin","A Boogie Wit da Hoodie 6ix9ine",2019,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93,"1wJRveJZLSb1rjhnUHQiv6",189487,"TRUE","79","melodic rap","pop rap","rap","trap","melodic rap"
